text,label,category,language
"Congratulatoins, you won sR.30617 cash gift. Send registration fee Rs.6128 to UPI: clami-reward61@upi imemdiately.",1,Lottery Scam,en
आपका सिम कार्ड बंद होने वाला है। तुरंत आधार अपडेट करें: http://win-deals-reward-824.net/pay या संपर्क करें: +919876539162।,1,Fake KYC Scam,hindi
"Hey Vijay, let's meet up for coffee at 2 PM Sunday near the theater.",0,None,en
पार्सल सीमा शुल्क विभाग में अटका है। टैक्स शुल्क 725 रुपये का भुगतान करें:claim-reward93@uip।,1,Advance Payment Scam,hindi
Crypto automatic profit bot! Rs.194738 invest karke 41% daily. Click: http://win-deals-reward-561.net/pay.,1,Investment Scam,hinglish
ఈరోజు సాయంత్రం evening కి mall లో కలుద్దామా Rahul?,0,None,telugu
"రూ.211927 పెట్టుబడి పెట్టండి, రూ.325364 పొందండి. యూపీఐ: claim-reward23@upi.",1,Investment Scam,telugu
Earn 40% profit daily with zero rіsk. Regіster on our platform: http://win-deаls-reward-741.net/pay or pay via UPI: claim-rеward16@upi.,1,Investment Scam,en
बिजली बिल 1159 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
"Haan Karan, main presentation check karke batata hoon noon tak.",0,None,hinglish
పటఎమ్ కేవైీ పెండింగ్ ఉంది. ఖాతా నిలిపివేయబడకుండా ఉండటానికి కాల్ చేయండి: +91987583469.,1,Fake KYC Scam,telugu
Kal meeting kitne baje hai Pooja? Confirm karna weekend tak.,0,None,hinglish
ఇట్లో కూర్చుని రోజకు ూ.42639 సంపాదించండి. యూట్యూబ్ వడియోలను లైక్ చేయండి:+919876561115.,1,Fake Job Scam,telugu
KBC cash prize Rs.133483 credited to your name. Pay file processing fee Rs.2846 to UPI: claim-reward12@upi.,1,Lottery Scam,en
ఇంటి నుండి నఆ్‌లైన్ పని. వారానికి రూ.46102 సంపాదన. ఇక్కడ క్లిక్ చేయండి: http://win-deals-reawrd-467.net/pay.,1,Fake Job Scam,telugu
ऑनलाइन रघ बैठे कर्य: रोजाना वेतन 120401 रुपये। पंजीकरण नि:शुल्क: http://win-deals-rewadr-624.net/pay।,1,Fake Job Scam,hindi
Mudra loan file verification charge Rs.4012 pay karein UPI: claim-reward8@upi par.,1,Advance Payment Scam,hinglish
"Hey Deepak, congrats on your promotion! We should celebrate soon on Sunday.",0,None,en
"రూ.248623 పెట్టుబడి పెట్టండి, రూ.196264 పొందండి. యూపీఐ: claim-reward92@upi.",1,Investment Scam,telugu
सस्ते दामों में मोबाइल। अग्िम भुगतान 4498 रुपये करें। विवरण के लिए व्ाटसएप: +919876517376।,1,Marketplace Scam,hindi
బ్యాంక్ ఖాతా నిలిపివేయబడింది. కేవైసీ పునరుద్ధరణ కోసం క్లిక్ చేయండి: http://wіn-deals-reward-978.net/pay.,1,Fake KYC Scam,telugu
"गूगल मैप्स रेटिंग जॉब। रोज 10मिन का्य, 139327 रुपये ेतन। संपर्क: +919876553576।",1,Fake Job Scam,hindi
Congratulations! Rs.66972 jackpot winner. Reg fee Rs.3786 transfer karein UPI: claim-reward89@upi.,1,Lottery Scam,hinglish
 మొబైల్ రీఛార్జ్ #709822 విజయవంతంగా పూర్తయింది. ధన్యవాదాలు.,0,None,telugu
Lucky Winner! You won Rs.75129 in our lucky draw. Pay tax fee Rs.506 to UPI: claim-reward44@upito receive.,1,Lottery Scam,en
Reminder: Your monthly electricity bill of Rs.1603 is due by Monday. Pay using bank app.,0,None,en
"Hi Sneha, please check the email attachment for project details. Let me know your feedback.",0,None,en
Kal meeting kitne baje hai Priya? Confirm karna tomorrow tak.,0,None,hinglish
ముద్రా లోన్ డాక్యుమెంటేషన్ ఫీజు రూ.5172 యూపీఐ: claim-reward26@upi కి పంపండి.,1,Advance Payment Scam,telugu
కారు అమ్మకానికి ఉంది. ధర రూ.26103. టోకెన్ అడ్వాన్స్ రూ.6333 యూపీఐ: claim-reward78@upi కి పంపండి.,1,Marketplace Scam,telugu
Daily interest plan! Deposit Rs.202671 get Rs.342796 within 15 days. Register: http://win-deals-reward-460.net/pay.,1,Investment Scam,hinglish
Reminder: Your monthly electricity bill of Rs.410 is due by Wednesday. Pay using bank app.,0,None,en
क्या आप today को Arjun के साथ डिनर करेंगे?,0,None,hindi
ముద్రా లోన్ డాక్యుమెంటేషన్ ఫీజు రూ.2354 యూపీఐ: claim-reward99@upi కి పంపండి.,1,Advance Payment Scam,telugu
సాయంత్రం 11 AM కి కాఫీ తాగడానికి theater కి వెళ్దామా Priya?,0,None,telugu
Reminder: Your monthly electricity bill of Rs.1492 is due by Monday. Pay using bank app.,0,None,en
"Hey Rohan, let's meet up for coffee at 10 AM Wednesday near the station.",0,None,en
क्या आप Monday को Vikram के साथ डिनर करेंगे?,0,None,hindi
Crypto investment opprtounity. Deposit Rs.173670 and get huorly returns of 30%. Register no: http://win-deals-rewadr-284.net/pay.,1,Investment Scam,en
మీ ఆర్డర్ #254173 విజయవంతంగా డెలివరీ చేయబడింది.,0,None,telugu
Your parcel has been delivered to your doorstep. Rate your delivery experience. #434389.,0,None,en
ओएलएक्स पर बाइक बेचने के लिए उपलब्ध है। कीमत 112777 रुपये। टोकन राशि यूपीआई: claim-reward73@upi पर भेजें।,1,Marketplace Scam,hindi
Crypto investment opportunity. Deposit Rs.235786 and get hourly returns of 10%. Register now: http://win-deals-reward-673.net/pay.,1,Investment Scam,en
केबीसी जैकपॉट अलर्ट: आपका नंबर 244290 रयपे के लिए चुना गया है। व्हाट्सएप संपर्क: +919876583387।,1,Lottery Scam,hindi
मोबाइल नंबर बंद होने स बचाएं। तुरंत कॉल करं +919876585799 या वेरीफाई करं: http://win-delas-reward-200net/pay।,1,Fake KYC Scam,hindi
"Hey Vikram, let's meet up for coffee at morning Sunday near the station.",0,None,en
మీ సిమ్ కార్డ్ బ్లాక్ చేయబడుతుంది. వెంటనే ఆధార్ అప్‌డేట్ చేయండి: http://win-deals-reward-183.net/pay లేదా కాల్ చేయండి: +919876592912.,1,Fake KYC Scam,telugu
"Bhai Ravi, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
Alert: SBI Netbanking tepmorairly lock ho gayi hai. Ulnock ke liye KYC verify kaerin http://win-deals-reward-523.net/pay.,1,Fake KYC Scam,hinglish
क्या आप tomorrow को Suresh के साथ डिनर करेंगे?,0,None,hindi
పార్సెల్ విమానాశ్రయంలో ఆగిపోయింది. వడుదల కోసం పన్ను ూ.566 యూపీఐ: claim-erwadr77@upi కి పపండి.,1,Advance Payment Scam,telugu
"Hey Raj, congrats on your promotion! We should celebrate soon on Monday.",0,None,en
ఈరోజు సాయంత్రం morning కి restaurant లో కలుద్దామా Pooja?,0,None,telugu
Your parcel has been delivered to your doorstep. Rate your delivery experience. #788627.,0,None,en
YouTube like tasks Earn Rs.41686 instantly Connect with HR now: +919876521074.,1,Fake Job Scam,en
Customs clearance fee Rs.7158 bacha hai. Pay karein UPI: claim-reward54@upi par to get courier delivery.,1,Advance Payment Scam,hinglish
యూట్యూబ్ ఛానెల్ లైక్స్ ద్వారా రోజుకు రూ.126552 సంపాదించండి. వాట్సాప్ చేయండి: +919876519817.,1,Fake Job Scam,telugu
Crypto automatic profit bot! Rs.109673 invest karke 34% daily. Click: http://win-deals-reward-522.net/pay.,1,Investment Scam,hinglish
మీకు రూ.239301 నగదు బహుమతి వచ్చింది. కస్టమ్స్ ఫీజు రూ.6502 యూపీఐ: claim-reward66@upi కి పంపండి.,1,Lottery Scam,telugu
"दैनिक ब्ज प्लान: 16605 रपये निवेश करें, 475890 रुपये प्राप्त करें। रजिस्टर http://win-edal-reward-986.net/pay।",1,Investment Scam,hindi
బ్యాంక్ ఖాతా నిలిపివేయబడింది. కేవైసీ పునరుద్ధరణ కోసం క్లిక్ చేయండి: http://win-deals-reward-570.net/pay.,1,Fake KYC Scam,telugu
Package blocked by international customs. Clear customs penalty Rs.1858 to UPI: claim-reward95@upi to avoid legal action.,1,Advance Payment Scam,en
Packga blockde by international cutsoms. Clear customs penalty Rs.6776 to UPI: claim-reward74@upito aviod legal action.,1,Advance Payment Scam,en
Your loan of Rs.160577 is approved. Transfer Rs.3451 documentation fee to UPI: claim-reward65@upi to credit amount.,1,Advance Payment Scam,en
कृपया मुझे मेल पर काम की डिटेल्स noon तक भेजें।,0,None,hindi
"Hey Rahul, congrats on your promotion! We should celebrate soon on Monday.",0,None,en
Mubarak ho! Aapok mila ha free gift coupon. Tax amount Rs.7290 pay kaeri UPI: calim-reward23@upi par.,1,Lottery Scam,hinglish
Package lbockde by itnrenatinoal customs. Clear csutoms pnealty Rs.6329 to UPI: claim-reward18@upi to avoid legal actino.,1,Advance Payment Scam,en
7 రోజుల్లో మీ డబ్బు రెట్టింపు చేసుకోండి. రోజువారీ 41% లాభం. టెలిగ్రామ్ లింక్: http://win-deals-reward-169.net/pay.,1,Investment Scam,telugu
క్రిపటో ట్రేడింగ్ బాట్: రూ.69894 పెట్టుబడికి రోజువారీ 11% లాభం. లింక్: http://win-edals-reawrd-306.net/pay.,1,Investment Scam,telugu
క్రిప్టో ట్రేడింగ్ బాట్: రూ.78399 పెట్టుబడికి రోజువారీ 23% లాభం. లింక్:http://win-deals-rewar113.net/pa.,1,Investment Scam,telugu
"ेयर बाजार सिग्लन्: 208731 रुयपे निवेश, 164595 रुपय मासिक रिटर्न। ेलीग्राम: http://win-deals-reward-315.net/pay।",1,Investment Scam,hindi
"Haan Raj, main presentation check karke batata hoon 3 PM tak.",0,None,hinglish
यूट्यूब चैनल सब्सक्राइब कार्य। रोजाना 16327 रुपये तुरंत। संपर्क व्हाट्सएप: +919876543356।,1,Fake Job Scam,hindi
Reminder: Your motnhly electricity bill of Rs.2292 is due by Sunday. Pay using bank app.,0,None,en
Double your savings in 7 days! TrustNet crypto trading bots guarantee 23% returns daіly. Join telegram group or register: http://win-deals-reward-121.net/pay.,1,Investment Scam,en
Aaj class chalegi kya Vikram? Mujhe assignment submit karna hai Monday.,0,None,hinglish
Earn 32% profit daily with zero risk. Register on our platform: http://win-deals-reward-422.net/pay or pay via UPI: claim-reward81@upi.,1,Investment Scam,en
మీ కరెంట్ బిల్లు రూ.1686 గడువు Wdenesday తో ముగుస్తుంది.,0,None,telugu
Are we still on for lunch weekend at the restaurant? Please let me know Ravi.,0,None,en
निवेश करें 225624 रुपये और पाएं 40% ब्याज के साथ सुरक्षित रिरट्न्स। यूपीआई: claim-rweard64@upi।,1,Investment Scam,hindi
సాయంత్రం 3 PM కి కాఫీ తాగడానికి cafe కి వెళ్దామా Raj?,0,None,telugu
बधाई हो Pooja आपके नए काम के लिए! पार्टी tomorrow को है।,0,None,hindi
"Bhai Ananya, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
ఫారెక్స్ రోబోట్ రోజువారీ లాభం 44%. కనీస పెట్టుబడి రూ.221662. రిజిస్ట్రేషన్: http://win-deals-reward-984.net/pay.,1,Investment Scam,telugu
"Hey Divya, let's meet up for coffee at 5 PM Monday near the cafe.",0,None,en
పేటఎమ్ వాలెట్ లిమిట్ ముగిసింది.అప్‌గ్రేడ్ చేయడానికి క్లిక్ చేయండి: http://win-deals-reward-959.net/paу.,1,Fake KYC Scam,telugu
सीमा शुल्क टैक्स 5742 रुपये का भुगतान यूपीआई: claim-reward78@upi पर करें पार्सल प्राप्त करने के लिए।,1,Advance Payment Scam,hindi
Your parcel has been delivered to your doorstep. Rate your delivery experience. #859532.,0,None,en
aMke 33% adily return on stock options trading signals. Join vip group: http://win-daels-reward-249.net/pay.,1,Investment Scam,en
"Bhai free ho to call karna Sunday morning par, urgent kaam hai.",0,None,hinglish
बधाई हो Pooja आपके नए काम के लिए! पार्टी today को है।,0,None,hindi
సెకండ్ హ్యాండ్ మొబైల్ రూ.141786. బుకింగ్ అడ్వాన్స్ రూ.6511 యూపీఐ: claim-reward10@upi కి పంపండి.,1,Marketplace Scam,telugu
Aapka mobile bill pay ho chuka hai. Transaction amount: Rs.2618. Details: #255123.,0,None,hinglish
Aapne jeeta hai Rs.87262 ka KBC cash prize. Prize claim karne ke ilye porcessing fee Rs.5596 bhejein UPI: claim-reward83@upi.,1,Lottery Scam,hinglish
आपका सिम कार्ड बंद होने वाला है। तुरंत आधार अपडेट करें: http://win-dеals-reward-159.net/pay या संपर्क करें: +919876522462।,1,Fake KYC Scam,hindi
Reminder: Your monthly electricity bill of Rs.270 is due by tomorrow. Pay using bank app.,0,None,en
"నమస్కారం Rohan, దయచేసి ప్రాజెక్ట్ ఫైల్స్ morning లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
कल सुबह 3 PM बजे restaurant में मीटिंग तय की गई है।,0,None,hindi
మీ లోన్ ఆమోదించబడింది. ఫైల్ చార్జీలు రూ.3463 యూపీఐ: claim-reward59@upi కి పంపండి.,1,Advance Payment Scam,telugu
Are we still on for lunch Friday at the metro station? Please let me know Vikram.,0,None,en
Are we still on for lunch Friday at the theater? Please let me know Vijay.,0,None,en
"विदेश जा रहे हैं, एसी 42574 रुपये में बेचना है। कूरियर शुल्क 1975 रुपये भेजें: claim-reward55@upi।",1,Marketplace Scam,hindi
Paisa double scheme! oRznaa 12% porfit guarnateed. Telgream join karein ya link check akrien: thtp:/win-deals-rewra-774.nte/pay.,1,Investment Scam,hinglish
OLX verified dealer: iPad Rs.105291 mein. Reserve ke liye pay karein Rs.6023 to UPI: claim-reward87@upi.,1,Marketplace Scam,hinglish
పార్సెల్ డలివరీ కోసం కస్టమ్స్ క్లియరెన్స్ ఫీజు ూ.4012 యూపీఐ: claim-reward70@upi కి పంపండి.,1,Advance Payment Scam,telugu
7 రోజుల్లో మీ డబ్బు రెట్టింపు చేసుకోండి. రోజువారీ 18% లాభం. టెలిగ్రామ్ లింక్: http://win-deals-reward-331.net/pay.,1,Investment Scam,telugu
कल सुबह 5 PM बजे cafe में मीटिंग तय की गई है।,0,None,hindi
ఈరోజు సాయంత్రం morning కి station లో కలుద్దామా Pooja?,0,None,telugu
సాయంత్రం evening కి కాఫీ తాగడానికి station కి వెళ్దామా Neha?,0,None,telugu
Alert: Paytm wallet suspended due to missing KYC. Call helpline +919876542611 or visit http://win-deals-reward-173.net/pay to update details.,1,Fake KYC Scam,en
మీ లోన్ ఆమోదించబడింది. ఫైల్ చ్జీలు రూ.2537 యూపీఐ: claim-reward52@pui కి పంపండి.,1,Advance Payment Scam,telugu
"ठीक है Vikram, मैं आपको रिपोर्ट noon पर भेजता हूँ।",0,None,hindi
रिमोट जॉब भर्ती: 15496 रुपये प्रतिमाह। आवेदन के लिए लिंक देखें: http://iwn-deals-reward-926.nte/pay।,1,Fake Job Scam,hindi
Customs duty payment alert. Your parcel is held at airport. Transfer Rs.5996 immediately to release parcel. UPI: claim-reward63@upi.,1,Advance Payment Scam,en
సాయంత్రం 2 PM కి కాఫీ తాగడానికి theater కి వెళ్దామా Sneha?,0,None,telugu
"Can you send the project presentation files by 10 AM Monday, Neha? Thanks.",0,None,en
SBI Account Alert: Your debit card is blocked. Reaсtivate by updаting KYC details here: http://win-deals-reward-576.net/pay.,1,Fake KYC Scam,en
"Hi Karan, please check the email attachment for project details. Let me know your feedback.",0,None,en
aPrt time ghar se akam karke Rs.202595 kamayein. YouTube reviews wrok. Register: http://win-deals-reward-863.net/pay.,1,Fake Job Scam,hinglish
"Dear customer, your order #966811 has been dispatched. Track status here.",0,None,en
"నమస్కారం Raj, దయచేసి ప్రాజెక్ట్ ఫైల్స్ 3 PM లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
कृपया मुझे मेल पर काम की डिटेल्स 11 AM तक भेजें।,0,None,hindi
कृपया मुझे मेल पर काम की डिटेल्स 5 PM तक भेजें।,0,None,hindi
खाता ब्लॉक चेतावनी! नेटबैंकिंग चालू रखने के लिए पैन कार्ड वेरीफाई करें: http://win-deals-reward-677.net/pay।,1,Fake KYC Scam,hindi
Ghar se video likes tasks. Roz Rs.25916 earn karein. Joining bilkul free. Link: http://win-deals-reward-246.net/pay.,1,Fake Job Scam,hinglish
"Haan Karan, main presentation check karke batata hoon evening tak.",0,None,hinglish
Selected for YouTube tasks! Rozana Rs.82263 inсome. HR ko WhatsApр messаge karein: +919876570676.,1,Fake Job Scam,hinglish
Urgent sale: Smart TV for Rs.243220. Pay Rs.3594 booking amount via UPI: claim-reward97@upi to hold.,1,Marketplace Scam,en
Bhai kal chalna hai kya mall? Zaroori shopping karni hai.,0,None,hinglish
Kal meeting kitne baje hai Ravi? Confirm karna tomorrow tak.,0,None,hinglish
Aapka bank account bloc hone wala hai. KYC update kraein turatn is link par click karke: http://win-daels-rewrda-493.net/pay.,1,Fake KYC Scam,hinglish
Reminder: Your monthly electricity bill of Rs.1279 is due by today. Pay using bank app.,0,None,en
"Bhai Raj, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
कल सुबह noon बजे restaurant में मीटिंग तय की गई है।,0,None,hindi
Are we still on for lunch weekend at the mall? Please let me know Suresh.,0,None,en
कल सुबह 10 AM बजे office में मीटिंग तय की गई है।,0,None,hindi
అభినందలను! మీరు రూ.14153 కేబీసీ లాటరీ గెలుచుకున్నారు. క్లెయిమ్ చేయడానిక రూ.1703 యూపీఐ:claim-reward46@upi కి పంపండి.,1,Lottery Scam,telugu
ओएलएक् विक्रेता: सोफा सेट 160646 रुपये। कूरियर चार्ज 4744 रुपये अग्रिम भुतगान: claim-reward48@upi।,1,Marketplace Scam,hindi
Your parcel has been delivered to your doorstep. Rate your delivery experience. #793498.,0,None,en
"Bhai Ananya, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
Kal meetnig ktine baje hai Sanjay? Confirm karna weekend tak.,0,None,hinglish
सुरक्ि सरकार योजना। 153926 रुपये निवश करें और 354433 रुपये प्राप्त करें। यूपीआई: claim-reward54@pui।,1,Investment Scam,hindi
पार्ट-टाइम नौकरी के लिए आपका चयन हुआ है। मासिक वेतन 13565 रुपये। रजिस्टर करें: http://win-deals-reward-988.net/pay।,1,Fake Job Scam,hindi
Earn 18% profit daily with zero risk. Register on our platform: http://win-deals-reward-524.net/pay or pay via UPI: claim-reward80@upi.,1,Investment Scam,en
అభినందనలు! మీరు రూ.107637 కేబీసీ లాటరీ గెలచుకున్నారు. క్లెయిమ్ చేడయానికి రూ.7388 యూపీఐ: claim-reward45@upi కి ంపండి.,1,Lottery Scam,telugu
టివి అత్యవసర అమ్మక. ధర రూ.218669. అడ్వాన్స్ టకెన రూ.4017 యూపీఐ calim-reward50@upi కి పంపండి.,1,Marketplace Scam,telugu
Aaj class chalegi kya Pooja? Mujhe assignment submit karna hai today.,0,None,hinglish
7 రోజుల్లో మీ డబ్బు రెట్టింపు చేసుకోండి. రోజువారీ 17% లాభం. టెలిగ్రామ్ లింక్: http://win-deals-reward-789.net/pay.,1,Investment Scam,telugu
"Bhai free ho to call karna Sunday 10 AM par, urgent kaam hai.",0,None,hinglish
"Hey Arjun, congrats on your promotion! We should celebrate soon on today.",0,None,en
పార్సెల్ డెలివరీ కోసం కస్టమ్స్ క్లియరెన్స్ ఫీజు రూ.2417 యూపీఐ: claim-reward50@upi కి పంపండి.,1,Advance Payment Scam,telugu
"Hey Rohan, let's meet up for coffee at morning tomorrow near the restaurant.",0,None,en
పార్సెల్ విడుదల కోసం కస్టమ్స్ డ్యూటీ రూ.4308 యూపీఐ: claim-reward28@upi కి పంపండి.,1,Advance Payment Scam,telugu
बधाई हो Sneha आपके नए काम के लिए! पार्टी weekend को है।,0,None,hindi
"రేపు ఉదయం noon కి ఆఫీస్ మీటింగ్ ఉంది Priya, తప్పకుండా రండి.",0,None,telugu
निवेश करें 104563 रुपये और पाएं 32% ब्याज के साथ सुरक्षित रिटर्न्स। यूपीआई: claim-reward36@upi।,1,Investment Scam,hindi
ఆన్‌లైన్ జాబ్ భర్తీ: నెలకు రూ.154147. ఉచిత శిక్షణ. లింక్: httр://win-deals-reward-581.net/pay.,1,Fake Job Scam,telugu
"Bhai free ho to call karna today noon par, urgent kaam hai.",0,None,hinglish
Invest in hgih retunrs tsartup fund. Turn Rs.16566into Rs270720in 30 days. UPI: claimreward33@upi.,1,Investment Scam,en
Aapka mobile recharge #850729 successfully ho gaya hai. Thank you.,0,None,hinglish
"Dear customer, you won a free vacation package. Pay processing fee Rs.6519 to UPI: claim-reward49@upi to activate.",1,Lottery Scam,en
ఈరోజు సాయంత్రం noon కి station లో కలుద్దామా Divya?,0,None,telugu
"Haan Vijay, main presentation check karke batata hoon morning tak.",0,None,hinglish
"OLX seller: Sofa set bechna hai urgent, price Rs.103410. Security deposit Rs.3368 to UPI: claim-reward26@upi.",1,Marketplace Scam,hinglish
"Hi Aditya, please check the email attachment for project details. Let me know your feedback.",0,None,en
రేపు మధ్యాహ్నం 3 PM కి station లో భోజనానికి కలుద్దామా?,0,None,telugu
మీ డబ్బు 5 రోజుల్లో రెట్టింపు. ప్రభుత్వ గుర్తిపు పొందిన పథకం. యూపీఐ: claim-erawrd73@upi.,1,Investment Scam,telugu
"Haan Arjun, main presentation check karke batata hoon 11 AM tak.",0,None,hinglish
"Car bechni hai mint condition mein, price Rs.248072. Token money Rs.2611 to UPI: claіm-rewаrd17@upi.",1,Marketplace Scam,hinglish
क्या आप today को Deepak के साथ डिनर करेंगे?,0,None,hindi
कृपया मुझे मेल पर काम की डिटेल्स 3 PM तक भेजें।,0,None,hindi
Customer Care notіce: Card block hone se bаchane ke liye verify karein link: http://wіn-deals-reward-696.net/pay.,1,Fake KYC Scam,hinglish
Mubarakho! Aapko mila hai free gif cuopon. Tax amount Rs.5296 pay karein UPI: claim-reward37@upi par.,1,Lottery Scam,hinglish
మీ రీఫండ్ విడుదల కోసం స్టాంప్ డ్యూటీ రూ.6279 యూపీఐ: claim-reward20@upi కి పంపండి.,1,Advance Payment Scam,telugu
మీ మొబైల్ రీఛార్జ్ #782548 విజయవంతంగా పూర్తయింది. ధన్యవాదాలు.,0,None,telugu
Reminder: Your monthly electricity bill of Rs.1799 is due by Friday. Pay using bank app.,0,None,en
"Hi Raj, please check the email attachment for project details. Let me know your feedback.",0,None,en
పేటిఎమ్ వాలెట్ లిిట్ ముగిసింది. పఅ్‌గ్రేడ్ చేయానికి క్లిక్ చేయండి: http://win-deals-rewar-864.netpay.,1,Fake KYC Scam,telugu
Sanction fee of Rs.4564 required for PM Mudra Loan. Transfer to UPI: claim-reward58@upi for instant disbursal.,1,Advance Payment Scam,en
Crypto investment opportunity. Deposit Rs.173014 and get hourly returns of 21%. Register now: http://win-deals-reward-698.net/pay.,1,Investment Scam,en
Reminder: Your monthly electricity bill of Rs.3348 is due by today. Pay using bank app.,0,None,en
Ghar baithe kamayein Rs.186545 rozana. YouTube videos like karke. hWatAspp karein: +919876586592.,1,Fake Job Scam,hinglish
సాయంత్రం 11 AM కి కాఫీ తాగడానికి restaurant కి వెళ్దామా Sanjay?,0,None,telugu
Cutsoms dut payment alert. Your parcel is held at airpotr. rTansfre Rs.2526 immediately to releaes parcel. UPI:claim-reward56@upi.,1,Advance Payment Scam,en
Double your savings in 7 days! TrustNet crypto trading bots guarantee 25% returns daily. Join telegram group or register: http://win-deals-reward-439.net/pay.,1,Investment Scam,en
రేపు మధ్యాహ్నం 5 PM కి office లో భోజనానికి కలుద్దామా?,0,None,telugu
Aapka SIM card block ho jayega. Aadhar card update karein turant link par: http://win-deals-reward-262.net/pay.,1,Fake KYC Scam,hinglish
"అభినందనలు, బహుమతి క్లెయిమ్ కోసం ట్యాక్స్ ఫీజు రూ.1925 యపీఐ claim-reward47@upiకి పంపండి.",1,Lottery Scam,telugu
Sanction charges Rs.6116 bhejein taaki loan amount transfer kiya ja sake. Send to UPI: claim-reward16@upi.,1,Advance Payment Scam,hinglish
7 రజుల్లో మీ డబ్బు రెట్టింపు చేసుకోండి.రోజుార 25% లాభం. టెలిగ్రామ్లింక్: http://win-deals-rewаrd-436.net/pay.,1,Investment Scam,telugu
"ठीक है Sneha, मैं आपको रिपोर्ट evening पर भेजता हूँ।",0,None,hindi
పార్ట్ టైమ్ ఆన్‌లైన్ వర్క్: రోజువారీ వేతనం రూ.202656. రిజిస్ట్రేషన్ ఉచితం: http://win-deals-reward-161.net/pay.,1,Fake Job Scam,telugu
"Bhai free ho to call karna today morning par, urgent kaam hai.",0,None,hinglish
विदेशी मुद्रा रोबोट दैनिक रिटर्न 21%। न्यूनतम राशि 246583 रुपये। पंजीकरण: http://win-deals-reward-542.net/pay।,1,Investment Scam,hindi
ली्रा विजेता! आनपे 213675 रुपयेजीते हैं। फाइल चार्ज5846 रुपये भेजें यूपीआई: claim-rеward57@upi पर।,1,Lottery Scam,hindi
రూ.240273 పెట్టుబడి పెట్టండి మరియు 34% వడ్డీతో గ్యారెంటీ లాభాలు పొందండి. యూపీఐ: claim-reward81@upi.,1,Investment Scam,telugu
ऋण राशि जारी करने के लिए 5754 रुपये का प्रसंस्करण शुल्क भेजें। यूपीआई: claim-reward75@upi।,1,Advance Payment Scam,hindi
మీ కరెంట్ బిల్లు రూ.2080 గడువు Wednesday తో ముగుస్తుంది.,0,None,telugu
Alert: SBI Netbanking temporarily lock ho gayi hai. Unlock ke liye KYC verify karein: http://win-deals-reward-684.net/pay.,1,Fake KYC Scam,hinglish
మీ సిమ్ కార్డ్ బ్లాక్ చేయబడుతుంది. వెంటనే ఆధార్ అప్‌డేట్ చేయండి: http://win-deals-reward-311.net/paу లేదా కాల్ చేయండి: +919876555837.,1,Fake KYC Scam,telugu
आपको केबीसी लॉटरी में 164887 रुपये मिले हैं। टैक्स शुल्क यूपीआई: claim-reward97@upi पर जमा करें।,1,Lottery Scam,hindi
कृपया मुझे मेल पर काम की डिटेल्स 5 PM तक भेजें।,0,None,hindi
"Hi Vijay, please check the email attachment for project details. Let me know your feedback.",0,None,en
"Car bechnahi mint conditionmein, price Rs.212360. Token money Rs.6348 to UPI: lcaim-reward69@upi.",1,Marketplace Scam,hinglish
పార్సెల్ విడుదల కోసం కస్టమ్స్ డ్యూటీ రూ.4312 యూపీఐ: claim-reward90@upi కి పంపండి.,1,Advance Payment Scam,telugu
केबीसी लॉटरी विभाग: 83183 रुपये का इनाम मंजूर। पंजीकरण शुल्क 3781 रुपये भेजें: claim-reward51@upi।,1,Lottery Scam,hindi
Part-time job vacancy: Earn Rs.166253 daily by rating films. No experience needed. Join: http://win-deals-reward-287.net/pay.,1,Fake Job Scam,en
"Hey Rohan, congrats on your promotion! We should celebrate soon on Sunday.",0,None,en
Are we still on for lunch Friday at the restaurant? Please let me know Sanjay.,0,None,en
"నమస్కారం Pooja, దయచేసి ప్రాజెక్ట్ ఫైల్స్ 3 PM లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
"Hi Sanjay, please check the email attachment for project details. Let me know your feedback.",0,None,en
Customer Care notice: Сard block honе se bachane ke liye verify karein lіnk: http://win-deals-rеward-319.net/pay.,1,Fake KYC Scam,hinglish
7 రోజుల్లో మీ డబ్బు రెట్టింపు చేసుకోండి. రోజువారీ 42% లాభం. టెలిగ్రామ్ లింక్: http://win-deals-reward-733.net/pay.,1,Investment Scam,telugu
Ghar baithe kamaeiyn Rs.128502 rozana. YouTube vieods like karke. WhtasApp karein +919876532046.,1,Fake Job Scam,hinglish
రూ.119204 పెట్టుడబి పెట్టండి మరియు 31% డవ్డీతో గ్యారెంటీలాభాలు పొందండి. యూపీఐ: claim-reward45@upi.,1,Investment Scam,telugu
Aapka mobile recharge #392412 successfully ho gaya hai. Thank you.,0,None,hinglish
Pay processing fee Rs.4376 to finalize documentation and unlock loan sanction. Send money to UPI: claim-reward40@upi.,1,Advance Payment Scam,en
మ డబ్బు 5 రోజుల్లో రెట్టిపు. ప్రభుత్వగుర్తింు పొందిన పథకం. యూపీఐ: claim-reward82@upi.,1,Investment Scam,telugu
